"","age","cg00532451","cg00311303","cg12209313","cg22942751","cg20630560","cg27264894","cg21543434","cg22370694","cg03981727","cg00251125","cg26037170","cg04140596","cg21683105","cg18159850","cg04843660","cg01816880","cg25622855","cg17745433","cg23630430","cg07600278","cg02268584","cg19746567","cg00901843","cg07382039","cg01765600","cg09853570","cg13107669","cg18494421","cg07922933","cg20775370","cg27394460","cg14661383","cg18857768","cg15618533","cg22850968","cg26940100","cg10770726","cg08621574","cg02281446","cg18329175","cg18261877","cg08794084","cg17602777","cg26273958","cg01084386","cg25222493","cg03054277","cg04850211","cg06190406","cg19401519","cg18477163","cg04924099","cg07198402","cg06637001","cg08262088","cg04193160","cg09636459","cg05794117","cg05844789","cg19789505","cg05706189","cg11852843","cg21407117","cg09411356","cg23644589"
"GSM990375",26,0.9973212,0.8770447,0.9114984,0.8744782,0.6731094,0.8966044,0.877369,0.328011,0.9960598,0.4927692,0.9973897,0.7859203,0.8204998,0,0.8079351,0.776737,0.6451972,0.9570764,0.8131197,0.8683544,0.8747736,0.9117378,0.790602,0.7998551,0.7707343,0.8971161,0.8419681,0.8710905,0.7473693,0.8422253,0.6775975,0.01138067,0.8643165,0.9288296,0.9949643,0.7332478,0.903771,0.8225986,0.9967148,0.5491001,0.8800007,0.845204,0.8498845,0.9742274,0.05691979,0.8990262,0.7247818,0.4836315,0.8972511,0.7536117,0.6657098,0.7974759,0.8585921,0.002177136,0.8333808,0.3971072,0.7783419,0.8603332,0.4965628,0.789922,0.9815954,0.8072042,0.7829782,0.6874011,0.9268567
"GSM990376",61,0.9973171,0.8596643,0.9383821,0.8844974,0.6544244,0.8648579,0.8672171,0.3626877,0.9957878,0.4648567,0.9973794,0.8059484,0.782311,0,0.7919895,0.7929581,0.6359591,0.9525371,0.803624,0.8465133,0.8811949,0.9180961,0.7793251,0.7558126,0.738471,0.8938529,0.8022524,0.8609559,0.7250671,0.8502297,0.6994434,0.01449172,0.8656197,0.9403214,0.9898593,0.7870309,0.8734724,0.7682933,0.9965907,0.5226034,0.8832908,0.7945409,0.8476954,0.9783607,0.05968732,0.9254202,0.7796478,0.4752757,0.9073945,0.800729,0.6588151,0.8516876,0.8115036,0.001041508,0.8579401,0.4257099,0.7932351,0.8233404,0.4942065,0.7661138,0.9948359,0.7812738,0.7298924,0.7217372,0.9260981
"GSM990377",56,0.9961752,0.9103405,0.9375069,0.8710085,0.6941358,0.8952388,0.8737226,0.4351756,0.9840763,0.4837586,0.99722,0.7802135,0.8020162,0,0.7946379,0.7955174,0.6308777,0.9660416,0.8424525,0.8439974,0.887925,0.915938,0.8168943,0.7781332,0.7728699,0.9326224,0.8286914,0.8645873,0.7555417,0.8373865,0.7589006,0.01669489,0.8828319,0.9586953,0.9942668,0.8087634,0.8961358,0.8158955,0.9962518,0.5594103,0.9122953,0.8373625,0.847638,0.9811897,0.06369254,0.9131368,0.8459514,0.5261632,0.9046296,0.7700668,0.4516772,0.8442622,0.856885,0.001022458,0.8478214,0.5026125,0.780775,0.8852416,0.5239994,0.7780573,0.9938518,0.8117982,0.7700408,0.7767693,0.9399138
"GSM990378",66,0.9844632,0.8659028,0.8937637,0.8571686,0.6919377,0.9000345,0.8879198,0.3790706,0.9953364,0.4393048,0.9974945,0.8025552,0.7681529,0,0.792469,0.7809612,0.6488605,0.9722461,0.8369805,0.8122116,0.8486782,0.9266558,0.7825139,0.7604508,0.7777658,0.8922082,0.8230826,0.8585753,0.743462,0.837778,0.7272084,0.009908893,0.8524837,0.9572548,0.9839872,0.7245172,0.9353029,0.7951595,0.9928238,0.5526829,0.8927624,0.7963301,0.8511786,0.9917535,0.0623455,0.9300544,0.9696814,0.672421,0.9056526,0.7604598,0.2371875,0.8252036,0.8511845,0.00502674,0.8549067,0.5270118,0.7745593,0.8685771,0.5971109,0.8015015,0.9915915,0.7843383,0.7536441,0.7430601,0.9121075
"GSM990379",62,0.994821,0.8977966,0.9494266,0.8702351,0.7009891,0.8637682,0.8859333,0.3416621,0.9950521,0.4507941,0.9976951,0.7671852,0.8358604,0.00144409033,0.7878234,0.7840453,0.6417342,0.9600793,0.8528262,0.8404685,0.8749182,0.9456877,0.8096538,0.7987864,0.7778372,0.9103082,0.8069865,0.8837053,0.7409176,0.8529428,0.7543657,0.03274537,0.8631076,0.9406358,0.9928505,0.817198,0.9000145,0.8180532,0.9910442,0.5265678,0.9010198,0.818664,0.8439723,0.9800281,0.06067626,0.9286696,0.8739908,0.5092686,0.9157212,0.7637541,0.4445513,0.8258788,0.8824955,0.005185092,0.8624016,0.4867789,0.7748977,0.8849753,0.4954805,0.8109279,0.9923527,0.8216766,0.7555781,0.7672167,0.9307034
"GSM990380",56,0.993538,0.8350498,0.9236612,0.892508,0.6576369,0.8625281,0.8885767,0.2998671,0.9966846,0.3896319,0.9978532,0.7526304,0.8136923,0,0.7842966,0.7993756,0.6178101,0.9544133,0.8499148,0.8034098,0.8946101,0.8765861,0.7648348,0.7708153,0.7104841,0.9111295,0.7802692,0.857392,0.6889978,0.8192239,0.6458035,0.02796997,0.8875054,0.9199399,0.9971493,0.6894116,0.8870946,0.7707602,0.9917355,0.4760789,0.8891881,0.7961339,0.8628781,0.9769034,0.05739981,0.9250473,0.6863075,0.4823462,0.9139864,0.688487,0.4231526,0.8097661,0.81902,0,0.8391156,0.4336452,0.7563933,0.8055558,0.4650882,0.799023,0.971588,0.7730296,0.6848893,0.6826783,0.8972303
"GSM990381",55,0.9973749,0.8822361,0.9392866,0.8982525,0.6993985,0.8849252,0.8724641,0.3580888,0.9957584,0.4798825,0.997309,0.8572048,0.8073602,0,0.7850673,0.7626496,0.647354,0.9921883,0.8312155,0.8306011,0.8817627,0.9256024,0.7603183,0.7452269,0.7715387,0.9281645,0.7823076,0.8769274,0.7201744,0.8748949,0.7208696,0.02722366,0.8853238,0.9530827,0.9966521,0.8160632,0.9100065,0.8020953,0.9966339,0.5725663,0.8717102,0.8381448,0.8483502,0.9882371,0.05640135,0.9420339,0.7978175,0.7021946,0.9275036,0.7721717,0.6543825,0.8236077,0.8482394,0,0.8438951,0.4675196,0.7843063,0.8764658,0.6183375,0.767177,0.9753527,0.7803414,0.7667637,0.7739796,0.9335567
"GSM990382",61,0.9973192,0.8535407,0.926832,0.9050031,0.6771659,0.8750454,0.8960766,0.3163663,0.9915304,0.4516295,0.9974101,0.7932656,0.8081315,0,0.7834454,0.7861381,0.6515602,0.9734932,0.8056407,0.8444685,0.8902929,0.886201,0.7861667,0.7589281,0.7484477,0.9280716,0.7923236,0.8742517,0.7098724,0.8601618,0.6198542,0.01532249,0.8643209,0.9274369,0.9936398,0.7603564,0.873834,0.8041585,0.9964932,0.5038913,0.8701932,0.8138959,0.8416862,0.9796281,0.05289363,0.9277635,0.7963076,0.4258372,0.9237014,0.7668688,0.4457916,0.8270096,0.8624493,0.008638659,0.8457281,0.4720386,0.80047,0.7662908,0.4941377,0.7972015,0.9892396,0.7980357,0.7069129,0.7113225,0.9358609
"GSM990383",58,0.996577,0.89711,0.9250219,0.8681948,0.5933163,0.8939816,0.8539026,0.3399385,0.9959325,0.4038512,0.9949558,0.7921984,0.7463256,0,0.7899452,0.7762803,0.6355572,0.9478121,0.85824,0.8521813,0.8653007,0.9017301,0.7842853,0.7527043,0.7644395,0.9055319,0.7838977,0.8458228,0.7322526,0.874676,0.7257975,0.00572497,0.8749956,0.9347775,0.9967682,0.6728482,0.8970134,0.8196535,0.9969929,0.507745,0.886161,0.8105269,0.8513266,0.9872134,0.06424636,0.9362732,0.7071242,0.4379942,0.9030754,0.7592009,0.4256569,0.8004878,0.8128855,0.006083024,0.8475908,0.4123781,0.7938161,0.8439637,0.5045313,0.8271912,0.9797439,0.7757152,0.7474352,0.6552356,0.9135243
"GSM990384",53,0.9973575,0.8723917,0.9135556,0.8687521,0.6495925,0.8762357,0.874469,0.3088161,0.9906352,0.4601597,0.9974821,0.8058595,0.7740231,0,0.8032507,0.7793537,0.6688719,0.9750963,0.7968051,0.844119,0.8858605,0.893677,0.7838527,0.7453473,0.7725689,0.929594,0.8085362,0.8834579,0.6945058,0.8423558,0.6619552,0.007178535,0.8752391,0.9190344,0.9913215,0.6920709,0.8841278,0.7769927,0.9965907,0.5330245,0.8869079,0.842509,0.8573236,0.9780678,0.06461344,0.9326761,0.770317,0.4822828,0.9115397,0.7876813,0.4702083,0.8360117,0.8594069,0.005438299,0.8545699,0.4510828,0.7929587,0.868488,0.5084172,0.7986726,0.9883174,0.7752819,0.7394207,0.661067,0.9234484
"GSM990385",63,0.9955539,0.8543488,0.9304271,0.8770514,0.5978685,0.8427657,0.8695592,0.2979796,0.9851797,0.3792157,0.9931149,0.7928943,0.7947861,0,0.7812555,0.7434245,0.6338222,0.9516111,0.8318864,0.8370252,0.8926348,0.9032827,0.764057,0.7662482,0.7724983,0.9185782,0.7873822,0.8826711,0.6526585,0.8434,0.6731873,0.03421986,0.8738007,0.9297921,0.9798128,0.6916848,0.9105879,0.7947288,0.9968937,0.4628501,0.8483171,0.8125087,0.8494065,0.9706813,0.04846878,0.9292515,0.6903451,0.3614851,0.8745653,0.754941,0.64981,0.8261495,0.8133408,0.007101747,0.8262737,0.4282448,0.778468,0.8311169,0.4449781,0.7656804,0.9890921,0.762992,0.7103459,0.6668278,0.8876299
"GSM990386",59,0.9925472,0.8691334,0.8998327,0.8711989,0.6793957,0.8845678,0.8538554,0.3442352,0.9916611,0.4562041,0.9931108,0.7784418,0.8222562,0.001437616,0.8034106,0.8126723,0.6065386,0.962406,0.8323111,0.8080781,0.8719495,0.9121216,0.7680407,0.7915392,0.7600275,0.9099389,0.7968282,0.8595216,0.7200055,0.8471424,0.6802541,0.02379871,0.8975158,0.9148397,0.9773682,0.7794322,0.8860496,0.7815429,0.9960639,0.5414932,0.8576163,0.8325225,0.8093808,0.9741508,0.05772061,0.9085974,0.7522646,0.6033627,0.9011481,0.7400486,0.6714095,0.8237658,0.8314488,0.005847997,0.8485668,0.449195,0.7667939,0.8536764,0.5570211,0.7455903,0.9880543,0.7905115,0.7451773,0.76718,0.9119673
"GSM990387",61,0.9860358,0.8551692,0.9258013,0.8698307,0.6732473,0.8715677,0.8856995,0.3169524,0.9958923,0.4672354,0.9947872,0.8243858,0.7292134,0,0.7631151,0.7778429,0.6226693,0.9362546,0.7977215,0.7939346,0.8496662,0.8900284,0.7640064,0.6965727,0.7436415,0.8973889,0.7795469,0.8621133,0.7281488,0.8591225,0.7002764,0.02314926,0.8760461,0.9242292,0.9826404,0.8020635,0.8975819,0.7778088,0.9911977,0.5166628,0.8432947,0.8364564,0.812353,0.9851215,0.05420268,0.9122289,0.8657175,0.657535,0.9051697,0.7139287,0.2474799,0.8051362,0.8150017,0.02732541,0.8157416,0.5009498,0.7741828,0.8423286,0.5844719,0.7596121,0.9750959,0.7520724,0.7198384,0.8025156,0.9027238
"GSM990388",66,0.9976819,0.8652189,0.9129569,0.869581,0.6650227,0.8824583,0.8640986,0.3679698,0.9815187,0.400291,0.997679,0.7578254,0.7923034,0,0.7976734,0.7594402,0.5765512,0.9643875,0.8381,0.8150404,0.8711604,0.8802811,0.7524456,0.7811818,0.7358943,0.9433845,0.7791743,0.8275698,0.6577213,0.8190959,0.683801,0.02008479,0.8808866,0.9065731,0.9846603,0.7732658,0.9032338,0.7734497,0.9967732,0.5090933,0.8794281,0.8155835,0.8372885,0.9741613,0.07082248,0.9582713,0.746307,0.4821057,0.8653209,0.725117,0.6817955,0.8274565,0.8211218,0.002113355,0.8143136,0.4497741,0.7504793,0.8091117,0.5239148,0.7592625,0.9922088,0.7451144,0.7167804,0.7462027,0.9239398
"GSM990389",65,0.9976537,0.890159,0.9247751,0.8602365,0.6481587,0.8851498,0.8667758,0.3275094,0.9885079,0.4217276,0.9969996,0.8228136,0.7966304,0,0.8173259,0.7826777,0.6350816,0.946424,0.8212679,0.8106977,0.8677535,0.9207989,0.7780102,0.7585933,0.7820524,0.8991113,0.7906805,0.8596202,0.6912406,0.8536113,0.7025118,0.01475464,0.8571767,0.9262089,0.9875505,0.7247511,0.8992879,0.7973355,0.996906,0.5270559,0.8844723,0.8296859,0.8672978,0.9812022,0.05307434,0.91495,0.8719593,0.602414,0.8908948,0.7695563,0.4364918,0.8263283,0.8362998,0.009983806,0.8638457,0.5121148,0.7751426,0.8315663,0.5772529,0.8162835,0.9806463,0.7951549,0.7290306,0.6906967,0.9402949
"GSM990390",58,0.9969969,0.86373,0.9195461,0.8582516,0.7091594,0.8751677,0.8820971,0.3682677,0.9840904,0.4779775,0.9975713,0.7605432,0.8436289,0,0.8048329,0.7506752,0.6343814,0.9327839,0.7958705,0.8237647,0.877329,0.8919321,0.7526919,0.7888887,0.7431507,0.8946902,0.7679363,0.8423496,0.6296363,0.8224583,0.6495267,0.02442395,0.8604789,0.9158336,0.9825104,0.8192167,0.8928537,0.7786462,0.9954625,0.5413772,0.8904343,0.7684247,0.83929,0.981886,0.06299001,0.9188133,0.849196,0.6654003,0.9259344,0.7378109,0.7284739,0.811467,0.8395135,0.006564153,0.867705,0.4799387,0.7847562,0.8885541,0.5878125,0.7910645,0.9889162,0.7502865,0.6970141,0.7607284,0.8937946
"GSM990391",43,0.9878666,0.8664778,0.9508829,0.873526,0.7140892,0.8766797,0.8536301,0.3823975,0.9862965,0.4795873,0.9835703,0.7809657,0.8010802,0.001580913,0.7755378,0.7890968,0.6269426,0.9638804,0.821843,0.8177189,0.8510119,0.9334002,0.7599334,0.7695078,0.7706919,0.9008846,0.7911614,0.8592007,0.7468312,0.8439631,0.7240154,0.02019415,0.8774044,0.9443864,0.9813118,0.8035862,0.8807849,0.8378292,0.9933892,0.5362381,0.8520989,0.8197784,0.8400651,0.9774106,0.05871855,0.9086575,0.7763453,0.4172967,0.9021822,0.7271671,0.5686015,0.7981735,0.8556806,0.01076399,0.8441503,0.4294351,0.7474279,0.8711196,0.4807129,0.7935194,0.9801809,0.8184913,0.7416348,0.7786853,0.9031098
"GSM990392",55,0.9961455,0.888772,0.9163843,0.8775883,0.702998,0.8786727,0.8608221,0.3768593,0.9863529,0.5043862,0.9938743,0.7951035,0.7311001,0.001049533,0.7727407,0.7592171,0.6054957,0.9562424,0.8192325,0.8365875,0.8788092,0.9311919,0.8042879,0.7480046,0.8044696,0.8940911,0.7878096,0.8595222,0.7291636,0.8595237,0.6672769,0.02490374,0.8619646,0.93199,0.994164,0.8768551,0.898339,0.7884253,0.9962639,0.5664278,0.8597791,0.7926459,0.812821,0.9814643,0.05489422,0.9324783,0.8182506,0.599698,0.9115639,0.7766904,0.2860367,0.8182104,0.8578399,0.01111198,0.8322444,0.470971,0.7725428,0.8782046,0.5479546,0.8084759,0.9838864,0.8194448,0.7537035,0.8332723,0.909229
"GSM990393",47,0.9871095,0.8760507,0.9412478,0.8572621,0.6486188,0.9153013,0.8497996,0.3317562,0.9814191,0.4565214,0.9969324,0.7479798,0.7869568,0,0.7967193,0.763166,0.6340687,0.960033,0.8146052,0.8128257,0.8726599,0.9173388,0.764567,0.7733205,0.7185221,0.9132885,0.7751051,0.8533222,0.6759661,0.8334326,0.690282,0.02437425,0.8223554,0.9243537,0.9872006,0.7847579,0.8797511,0.7653231,0.9871493,0.5514249,0.8905311,0.8141927,0.838933,0.9853645,0.05559373,0.9065421,0.6796026,0.5476639,0.9084241,0.7273584,0.4186107,0.8296481,0.8568352,0.00491904,0.8316211,0.3899763,0.7263893,0.8266205,0.4816597,0.7748038,0.9949001,0.7636334,0.6923122,0.7420495,0.8972651
"GSM990394",50,0.9857829,0.8975053,0.9408897,0.8672734,0.6896377,0.8940389,0.859979,0.4317825,0.9880084,0.4641755,0.9963042,0.7921363,0.7926074,0,0.7828045,0.7602983,0.6253923,0.9672793,0.8302637,0.8461787,0.869409,0.915502,0.7960574,0.7618784,0.774954,0.9000142,0.7649403,0.870881,0.7312426,0.8456277,0.723997,0.02140901,0.8412263,0.9417301,0.9819664,0.7821246,0.8714376,0.8063343,0.9966983,0.554693,0.8674478,0.8269864,0.8446549,0.9845804,0.06819417,0.9133218,0.8223782,0.4981953,0.8829641,0.7522083,0.4257092,0.8056696,0.8331231,0.006450967,0.8430974,0.4524266,0.7649925,0.8530906,0.5180057,0.7682986,0.9789293,0.7980068,0.736541,0.7115285,0.9201943
"GSM990395",46,0.9930324,0.863728,0.9492387,0.8689775,0.6350983,0.8947129,0.8620682,0.327619,0.9896184,0.4487183,0.9976805,0.7737702,0.7305244,0,0.7572156,0.7700702,0.6266031,0.9523556,0.8111423,0.8125485,0.8889285,0.9143718,0.75643,0.7308409,0.7089592,0.9180701,0.8149101,0.8596653,0.7012294,0.8537861,0.694241,0.01864262,0.855991,0.9266119,0.996731,0.7505471,0.8732362,0.7862726,0.995441,0.5634766,0.8643759,0.7766228,0.8484775,0.963721,0.05250302,0.9056821,0.6987544,0.5447645,0.8801895,0.7500027,0.41708,0.822732,0.8549741,0,0.8499751,0.4114241,0.7491106,0.8317874,0.5171493,0.7603087,0.9873749,0.7907342,0.7306902,0.6656503,0.9203594
"GSM990396",54,0.9975784,0.8811845,0.9216545,0.8844706,0.6511468,0.8832245,0.8586618,0.3209998,0.9940341,0.4715519,0.9975048,0.8151412,0.8224916,0.003367144,0.801755,0.7768068,0.6378011,0.9606266,0.8228044,0.8716199,0.8670588,0.8968664,0.781612,0.7406697,0.7419839,0.9393431,0.7703435,0.8616726,0.7286814,0.8780364,0.7065611,0.0127272,0.8937976,0.9321566,0.9881302,0.7660022,0.874087,0.8253792,0.9904642,0.5511096,0.8752107,0.827521,0.842726,0.9830686,0.06856878,0.9264805,0.7082556,0.5747219,0.9296733,0.7377975,0.4478016,0.8660359,0.8353013,0.003567699,0.8263744,0.4293886,0.7720444,0.8498577,0.5350557,0.8067279,0.9843928,0.806269,0.7427119,0.7351037,0.9461066
"GSM990397",80,0.9972391,0.8823143,0.9340598,0.8653425,0.6172565,0.8671896,0.8588537,0.3244036,0.9945525,0.3745512,0.9952939,0.7480499,0.8225611,0.0006216235,0.8014351,0.766113,0.6252785,0.9476073,0.820739,0.8137714,0.8488265,0.9108773,0.7562285,0.7711007,0.6743879,0.898002,0.795938,0.8384947,0.7277419,0.845899,0.7021433,0.02756551,0.880559,0.9270943,0.9897611,0.7480912,0.8802768,0.7991166,0.9964777,0.5339524,0.8683908,0.8197794,0.8467518,0.9911873,0.05103347,0.9154585,0.8718258,0.4992395,0.9146959,0.7290667,0.3826135,0.822774,0.8358645,0.007378881,0.8451208,0.4771054,0.7554123,0.8937405,0.4809888,0.8195662,0.9861541,0.778017,0.7477424,0.7364749,0.9039276
"GSM990398",83,0.9974636,0.8636634,0.9088808,0.8887582,0.5592543,0.8885234,0.8742744,0.3240908,0.99243214,0.3607345,0.9970015,0.7547213,0.8421401,0,0.6442847,0.7950193,0.6174275,0.955432,0.7965299,0.8329375,0.868596,0.9033774,0.7441518,0.7881503,0.7409136,0.9238955,0.816164,0.8663704,0.6936341,0.8883183,0.5149327,0.02527661,0.8831245,0.9077055,0.9920145,0.6767792,0.9051187,0.7593012,0.9967707,0.4844817,0.9016041,0.8217031,0.85971,0.9887787,0.07185563,0.9246252,0.6093317,0.4236453,0.901874,0.7567698,0.5060724,0.7997739,0.7989193,0.04126813,0.8494458,0.3811988,0.7505059,0.8337209,0.4982241,0.8119292,0.9911909,0.7713052,0.7000843,0.6292797,0.9027091
"GSM990399",77,0.9973497,0.8984953,0.9416396,0.8672336,0.6883476,0.8812643,0.8735312,0.3133116,0.9854012,0.3638921,0.9961727,0.7739315,0.8261145,0,0.7950949,0.7889968,0.6063233,0.9624963,0.8269206,0.832485,0.8529461,0.9146684,0.7401341,0.7740205,0.7384486,0.9216175,0.79601,0.8654246,0.7271641,0.8682594,0.6837422,0.0246212,0.8802396,0.9297507,0.9965144,0.8034313,0.9249244,0.7897398,0.9964937,0.510227,0.8695166,0.8415212,0.857648,0.9966483,0.1067124,0.9239234,0.9076972,0.2942502,0.8989145,0.7478403,0.5912348,0.842827,0.8051,0.0171001,0.8856796,0.5631557,0.7668899,0.8258404,0.4024079,0.7951567,0.9885386,0.7950794,0.7346054,0.7656397,0.9039672
"GSM990400",76,0.9937503,0.8831635,0.9314715,0.9060673,0.7030173,0.9154657,0.887931,0.4037031,0.9840009,0.4293251,0.9972854,0.8359505,0.8762918,0,0.8178759,0.8109999,0.59129,0.972704,0.824082,0.8218344,0.8858225,0.9202311,0.80152,0.8188075,0.8010016,0.9241019,0.8264488,0.8897097,0.7426501,0.8945725,0.6667135,0.02130294,0.8710417,0.9434488,0.9894887,0.898797,0.9183115,0.8252877,0.9939131,0.5213889,0.8956279,0.8551344,0.8540006,0.9929376,0.07002065,0.9400841,0.8950684,0.4363897,0.9265085,0.8007041,0.6400875,0.8613836,0.8367842,0.02193578,0.8742927,0.4853153,0.7909259,0.8546411,0.4730092,0.7883145,0.9855707,0.8317913,0.76872,0.865795,0.920485
"GSM990401",64,0.9969029,0.89243,0.9358338,0.8908379,0.7063472,0.8800035,0.865859,0.3690412,0.9952739,0.4603066,0.9972664,0.8141396,0.8670526,0.002102491,0.8066115,0.7869989,0.6100647,0.9643759,0.8598305,0.8646002,0.8829521,0.9245441,0.7901988,0.8276161,0.8079657,0.9076837,0.8407633,0.8697714,0.7908657,0.866684,0.73067,0.017848,0.8887888,0.970214,0.9947558,0.7972075,0.8755809,0.8511524,0.9959566,0.4990855,0.850925,0.8497268,0.840117,0.9947409,0.05999886,0.9048923,0.853146,0.3502694,0.9171883,0.7769158,0.6188597,0.8464764,0.8517829,0.0108936,0.8723977,0.4572658,0.7608876,0.846238,0.4372464,0.7560386,0.9953521,0.8439314,0.7757466,0.7331516,0.9025239
"GSM990402",70,0.9882042,0.8788601,0.9368347,0.8785058,0.6007274,0.8678232,0.8490241,0.3390971,0.9888506,0.4292205,0.9971759,0.7795035,0.7899696,0,0.7857301,0.787237,0.6134408,0.9591406,0.8225057,0.8094103,0.8975552,0.9107235,0.777513,0.7239468,0.7691326,0.9078956,0.8045547,0.873908,0.7436219,0.8730304,0.6648042,0.02167432,0.8759632,0.9446701,0.9963844,0.6918499,0.8971034,0.8231914,0.9949911,0.4644493,0.888856,0.8736724,0.854417,0.9915959,0.04604887,0.9141592,0.7424174,0.4895268,0.9017313,0.7761287,0.5959733,0.810648,0.8197956,0.004700397,0.8729416,0.4792143,0.7581576,0.7836229,0.4625592,0.7609195,0.9951472,0.81111,0.7389767,0.6949439,0.9194583
"GSM990403",82,0.9962722,0.8672415,0.9181986,0.8773599,0.630726,0.8908386,0.8621548,0.2996421,0.9879832,0.4100657,0.9953725,0.780135,0.7443694,0.007129479,0.7541171,0.738851,0.606711,0.9665074,0.760983,0.7896103,0.8568603,0.8724492,0.7483786,0.7652119,0.7380363,0.9113207,0.7911155,0.853188,0.6300479,0.8473462,0.7087368,0.003421758,0.8522117,0.9273277,0.9966265,0.8703091,0.876018,0.7830147,0.9965274,0.4683565,0.8554131,0.7977255,0.8354474,0.9885633,0.05810256,0.9164204,0.6571904,0.3897188,0.8950213,0.7305287,0.5445164,0.8078582,0.8118542,0.009176824,0.853671,0.4130347,0.7682261,0.7793018,0.4035987,0.607349,0.9877533,0.7409753,0.6934357,0.8072692,0.9266127
"GSM990404",58,0.996078,0.8669302,0.9338098,0.881719,0.7048047,0.8574592,0.8845491,0.3603423,0.9932801,0.5572625,0.9890152,0.7999487,0.8253265,0,0.8036782,0.8253663,0.6389798,0.9494256,0.8590139,0.8458208,0.8935608,0.9436209,0.7868879,0.7814044,0.7976176,0.8986371,0.853674,0.8597533,0.8357667,0.8685346,0.6902413,0.02187491,0.8770555,0.9558865,0.9964345,0.8890704,0.8920141,0.8451512,0.9963143,0.5946601,0.8671979,0.8658034,0.865992,0.9885665,0.06663942,0.9120154,0.9600232,0.7681112,0.8963364,0.7645836,0.4439647,0.8498324,0.8751101,0.02850309,0.8615009,0.5354704,0.7388209,0.8984397,0.6654619,0.8521721,0.9766214,0.8446202,0.7756514,0.8608579,0.9108793
"GSM990405",66,0.9972726,0.8493634,0.91909,0.8795388,0.6853561,0.8990068,0.8157503,0.261569,0.9909711,0.3815695,0.9972807,0.7858171,0.8639007,0.002913676,0.7881908,0.7544856,0.6431317,0.9714749,0.7526314,0.7773847,0.8968862,0.9331889,0.7711678,0.7598071,0.7647831,0.9267771,0.8209337,0.8994592,0.6723529,0.8620455,0.7000024,0.0274134,0.8729857,0.9287999,0.9966244,0.7960708,0.9174046,0.8175561,0.9921882,0.5110824,0.8772272,0.8543484,0.8500137,0.9937216,0.05154794,0.9124188,0.8747994,0.4044264,0.901863,0.7693469,0.5542125,0.8370962,0.7867412,0.0149492,0.8685544,0.4859593,0.7548116,0.8507293,0.4345855,0.80906,0.9808057,0.7892578,0.7507334,0.7608158,0.9170249
"GSM990406",85,0.9952661,0.8374026,0.9313121,0.8652359,0.6935741,0.8673709,0.8701332,0.3885547,0.9782786,0.41741,0.9974635,0.7554378,0.8183293,0,0.7724763,0.7753661,0.6194635,0.9547418,0.822391,0.8378503,0.8849814,0.8873212,0.7471492,0.7734731,0.7624086,0.9200049,0.7841087,0.8780512,0.6664023,0.8659467,0.6412985,0.01950981,0.8672371,0.9305608,0.9912504,0.8647277,0.8978567,0.7542627,0.9968311,0.5151405,0.8986974,0.8089712,0.8539194,0.9817355,0.0572668,0.9051155,0.79413,0.3402666,0.9210454,0.7340136,0.4056269,0.8347049,0.8621267,0.01661539,0.8671018,0.4649451,0.76875,0.8754534,0.4021582,0.766413,0.992819,0.7934839,0.7145727,0.7827027,0.9086826
"GSM990407",66,0.9903631,0.8798088,0.937856,0.8605597,0.698065,0.8717127,0.8773049,0.3684268,0.995462,0.4264644,0.9960744,0.7782629,0.8104462,0.0009744564,0.8069632,0.788121,0.6403752,0.9458393,0.8004115,0.8517675,0.8708536,0.9064307,0.7778196,0.792336,0.7559805,0.9305044,0.8286235,0.8948132,0.6477399,0.8692048,0.6757817,0.01748152,0.9027076,0.9260923,0.9908875,0.8652067,0.888171,0.8146151,0.9906414,0.5517013,0.8898055,0.8402254,0.8627791,0.9904938,0.06513636,0.932274,0.8732613,0.6229712,0.9275147,0.8123205,0.4762931,0.8553813,0.8757489,0.01452813,0.8715465,0.5460259,0.7837142,0.8703541,0.5579774,0.8133002,0.9812953,0.7974617,0.7369062,0.8407128,0.931998
"GSM990408",69,0.9947719,0.8589936,0.936689,0.8632296,0.6810267,0.8880894,0.8791231,0.3063968,0.9922582,0.4301077,0.9967946,0.7884811,0.775666,0,0.8126401,0.791689,0.6167722,0.955472,0.8224921,0.856474,0.8769069,0.9242276,0.806228,0.7551736,0.7844206,0.9215922,0.8346371,0.8599067,0.7642699,0.8595771,0.6972665,0.01941364,0.8803298,0.9231173,0.9936439,0.7711633,0.8853884,0.8333692,0.9969521,0.5281129,0.8439482,0.8421345,0.8171227,0.9848124,0.05578427,0.9244066,0.7598352,0.2846587,0.919493,0.7527368,0.605848,0.8371484,0.8421419,0.006652581,0.8603101,0.4474427,0.7495711,0.8690284,0.3859808,0.7799443,0.9879602,0.8297159,0.7806569,0.7362589,0.9002385
